,Unnamed: 0,id,ticker,created_at,full_text_preprocessed,user.verified,favorite_count,retweet_count,quality,entities.symbols,num_cashtags,query_params
37655,20021,1511420245621280775,$QQQ,Tue Apr 05 19:07:22 +0000 2022,where is next support for qqq,False,4,0,False,"[{'text': 'QQQ', 'indices': [26, 30]}]",1,query:$QQQ -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
12972,1872,1510289249790304263,$TSLA,Sat Apr 02 16:13:11 +0000 2022,congrats to the whole global smart hyper productive tsla team ,False,6,0,False,"[{'text': 'TSLA', 'indices': [55, 60]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
1164,1164,1510311287108079620,$TSLA,Sat Apr 02 17:40:45 +0000 2022,tesla announces the date for its financial results amp earnings call for q tsla,False,48,5,False,"[{'text': 'TSLA', 'indices': [92, 97]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
56094,16083,1511688005823737862,$NVDA,Wed Apr 06 12:51:21 +0000 2022,nvda cowards did it before openthey knew wed bank too hard,False,32,0,False,"[{'text': 'NVDA', 'indices': [0, 5]}]",1,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
57988,17977,1511778583555067920,$QQQ,Wed Apr 06 18:51:16 +0000 2022,qqq holding trend so far after craze,False,2,0,False,"[{'text': 'QQQ', 'indices': [0, 4]}]",1,query:$QQQ -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
38428,20794,1511346029114937364,$PLTR,Tue Apr 05 14:12:27 +0000 2022,pltr seeing stuff like this from means a lot to me teaching the short years i did in special education taught me lessons ill never forget,False,62,5,False,"[{'text': 'PLTR', 'indices': [0, 5]}]",1,query:$PLTR -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
54518,14507,1511688607895072774,$SST,Wed Apr 06 12:53:44 +0000 2022,sst still has a long way to go,False,4,2,False,"[{'text': 'SST', 'indices': [0, 4]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
3281,3281,1510278645046251529,$AMC,Sat Apr 02 15:31:03 +0000 2022,amc banked hard on that  dip the other day not many stocks out there that can go  to  in a few hours on no news that was wild lets do it again next week credit to on this play the institutions told the story,False,26,4,False,"[{'text': 'AMC', 'indices': [0, 4]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
52155,12144,1511671117735657472,$SPY,Wed Apr 06 11:44:14 +0000 2022,spy fresh new lows cometh out of the oven my children,False,3,0,False,"[{'text': 'SPY', 'indices': [0, 4]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
38746,21112,1511395335972667397,$FB,Tue Apr 05 17:28:23 +0000 2022,mark z has really deep and comprehensive understanding for supporting freedom of expression and content moderation at a very large scale should talk to himfb,False,2,0,False,"[{'text': 'FB', 'indices': [170, 173]}]",1,query:$FB -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
43433,3422,1511777236470407175,$TWTR,Wed Apr 06 18:45:55 +0000 2022,when she hears you are long twtr,False,106,8,True,"[{'text': 'TWTR', 'indices': [28, 33]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
26742,9108,1511477219885002754,$AMC,Tue Apr 05 22:53:45 +0000 2022,amc is one of the top trending stocks on stocktwits and twitter here are the latest numbers m twitter impressionsm stocktwits impressionslink in bio to see realtime social sentiment trends dont miss out,False,2,1,False,"[{'text': 'AMC', 'indices': [0, 4]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
24690,7056,1511321743075459074,$TWTR,Tue Apr 05 12:35:57 +0000 2022,musk joining twitter board of directors twitter says elon musk cannot become beneficial owner of more than  of common stock while he is on boardtwtr,False,3,0,False,"[{'text': 'TWTR', 'indices': [154, 159]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
35038,17404,1511343511748104215,$SST,Tue Apr 05 14:02:27 +0000 2022,sold  of my sst calls,False,2,0,False,"[{'text': 'SST', 'indices': [15, 19]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
36164,18530,1511416379366330372,$AMZN,Tue Apr 05 18:52:00 +0000 2022,amazon amzn was sustainably operating profitable at b annual revenueswhy exactly does it take home delivery businesses tens of billions worth of sales to be fake profitable ie adjusted ebitda positiveindustry cohort currently b sales for b operating loss,False,15,2,False,"[{'text': 'AMZN', 'indices': [7, 12]}]",1,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
50650,10639,1511754097543815176,$SPY,Wed Apr 06 17:13:58 +0000 2022,too many people calling for markets to drop usually goes the other way spy,False,3,0,False,"[{'text': 'spy', 'indices': [72, 76]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
44017,4006,1511720181252464649,$TWTR,Wed Apr 06 14:59:12 +0000 2022,fam we winning yet twtr,False,4,0,False,"[{'text': 'TWTR', 'indices': [20, 25]}]",1,query:$TWTR -$GME -$TSLA -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
17775,141,1511437645142007810,$GME,Tue Apr 05 20:16:30 +0000 2022,hmmm this etf holds a decent chunk of gme,False,12,0,False,"[{'text': 'GME', 'indices': [39, 43]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
7351,809,1510654927747616778,$TSLA,Sun Apr 03 16:26:16 +0000 2022,this is fascism why isnt elon musk complaining like he did in california i guess he is complete china bootlicker bow down to china elon tsla,False,8,2,False,"[{'text': 'TSLA', 'indices': [149, 154]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510406725421072388 until_date:2022-04-04 max_tweets:10000
41018,1007,1511799442155839489,$TSLA,Wed Apr 06 20:14:09 +0000 2022,didnt hold today but no worries we got the largest most innovative robotonwheels producing factory in the world opening tomorrow giga texas tsla,False,60,2,False,"[{'text': 'TSLA', 'indices': [159, 164]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
27858,10224,1511390664206036992,$AMC,Tue Apr 05 17:09:49 +0000 2022,amc i forecast a big rip in i see it in the clouds new kind of ta,False,160,12,True,"[{'text': 'AMC', 'indices': [0, 4]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
31203,13569,1511396408657649664,$SPY,Tue Apr 05 17:32:38 +0000 2022,spy p,False,4,0,False,"[{'text': 'SPY', 'indices': [0, 4]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
45535,5524,1511818097488973828,$AMC,Wed Apr 06 21:28:17 +0000 2022,amc  in the past you spoke about companys stocks buy sell and completely opposite happened now you are talking about marketsscary does it mean market crash and there will be no market,False,12,0,False,"[{'text': 'AMC', 'indices': [16, 20]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
9582,3040,1510609869459505156,$SPY,Sun Apr 03 13:27:13 +0000 2022,spy to the moonnnnn,False,3,0,False,"[{'text': 'SPY', 'indices': [15, 19]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510406725421072388 until_date:2022-04-04 max_tweets:10000
59178,19167,1511727049228046337,$FB,Wed Apr 06 15:26:29 +0000 2022,stock to watch fbcurling today may see buyers step inholding ma support well looking for entry at  if buyers step inneeds to fill gap upubs raised pt to  maintain buy ratingjust waiting for fed minutes,False,3,1,False,"[{'text': 'fb', 'indices': [15, 18]}]",1,query:$FB -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
28559,10925,1511343399584026634,$AMC,Tue Apr 05 14:02:00 +0000 2022,so at what point does it rip all these mfrs saying its gonna rip today amc yall wouldnt be doing that to gain followers would ya,False,11,0,False,"[{'text': 'AMC', 'indices': [79, 83]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
53437,13426,1511531937659338752,$DWAC,Wed Apr 06 02:31:11 +0000 2022,if unbans trump dwac will hit single digits,False,3,0,False,"[{'text': 'DWAC', 'indices': [27, 32]}]",1,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
32195,14561,1511343293375864847,$SPY,Tue Apr 05 14:01:35 +0000 2022,spy   stranger things have happened,False,2,0,False,"[{'text': 'SPY', 'indices': [0, 4]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
7356,814,1510653507807981568,$TSLA,Sun Apr 03 16:20:37 +0000 2022,the only folks permanently short tsla have to the ones that think it will go to zero even now after quarter after quarter of record output and earningsive been wrong before but not this wrong i will never understand,False,19,2,False,"[{'text': 'TSLA', 'indices': [33, 38]}]",1,query:$TSLA -$GME -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510406725421072388 until_date:2022-04-04 max_tweets:10000
38476,20842,1511311742198063112,$PLTR,Tue Apr 05 11:56:12 +0000 2022,pltr  stock based compensation has bn yes billion still unrecognised sbc mn rsu in y mny mn options in y mnygtmn sbc at least in   of revenuesno fud just accounting be awarety for hint,False,8,3,False,"[{'text': 'PLTR', 'indices': [0, 5]}]",1,query:$PLTR -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
36482,18848,1511434492875059200,$NVDA,Tue Apr 05 20:03:58 +0000 2022,nvda finishes down  to ,True,15,1,True,"[{'text': 'NVDA', 'indices': [0, 5]}]",1,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511131501156577280 until_date:2022-04-06 max_tweets:10000
47725,7714,1511583663074557952,$AMC,Wed Apr 06 05:56:43 +0000 2022,the community is scared and ken griffin sees itif you cant fight for your money you dont stand a chance against people like ken griffinbuying puts is not the way to win  putting pressure is the only wayamc,False,19,3,False,"[{'text': 'amc', 'indices': [220, 224]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
59331,19320,1511498945478168577,$FB,Wed Apr 06 00:20:05 +0000 2022,long fb always,False,13,0,False,"[{'text': 'FB', 'indices': [18, 21]}]",1,query:$FB -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
369,369,1510060623597506561,$GME,Sat Apr 02 01:04:42 +0000 2022,ryan cohen is the chairman for gme,False,4,0,False,"[{'text': 'GME', 'indices': [45, 49]}]",1,query:$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
13875,2775,1510400293678174212,$AMC,Sat Apr 02 23:34:26 +0000 2022,amc setup is looking really good for bulls ngl,False,5,1,False,"[{'text': 'AMC', 'indices': [117, 121]}]",1,query:$AMC -$GME -$TSLA -$TWTR -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10000
58338,18327,1511724257981652993,$QQQ,Wed Apr 06 15:15:24 +0000 2022,qqq follow up,True,47,5,True,"[{'text': 'qqq', 'indices': [0, 4]}]",1,query:$QQQ -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
50668,10657,1511753112108863490,$SPY,Wed Apr 06 17:10:03 +0000 2022,picked up some spy calls for apr looking for a move back to the monthly high off the opex pattern,False,24,0,False,"[{'text': 'SPY', 'indices': [15, 19]}]",1,query:$SPY -$GME -$TSLA -$TWTR -$AMC -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -$PLTR -$FB -$BABA -$VIX -$SOFI -$TEAM -$RBLX -$RSX -$WISH -$OSU -filter:retweets since_id:1511493889013727239 until_date:2022-04-07 max_tweets:10000
